"id","question","sparql","answer_uri","answer_label","frame"
"662","Quale persona era la figlia di Giovanna I di Navarra?","select  ?o    {    <http://dbpedia.org/resource/Joan_I_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_V_of_France","Filippo V di Francia","NPP"
"663","Quale persona è la figlia di Giovanna I di Navarra?","select  ?o    {    <http://dbpedia.org/resource/Joan_I_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_V_of_France","Filippo V di Francia","NPP"
"664","la figlia di Giovanna I di Navarra","select  ?o    {    <http://dbpedia.org/resource/Joan_I_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_V_of_France","Filippo V di Francia","NPP"
"665","Chi era la figlia di Giovanna d'Acri?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Acre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Elizabeth_de_Clare","Elisabetta de Clare","NPP"
"666","Chi è la figlia di Giovanna d'Acri?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Acre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Elizabeth_de_Clare","Elisabetta de Clare","NPP"
"667","Quale persona era la figlia di Giovanna d'Acri?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Acre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Elizabeth_de_Clare","Elisabetta de Clare","NPP"
"668","Quale persona è la figlia di Giovanna d'Acri?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Acre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Elizabeth_de_Clare","Elisabetta de Clare","NPP"
"669","la figlia di Giovanna d'Acri","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Acre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Elizabeth_de_Clare","Elisabetta de Clare","NPP"
"670","Chi era la figlia di Giovanna d'Inghilterra?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_England,_Queen_of_Sicily> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Raymond_VII,_Count_of_Toulouse","Raimondo VII di Tolosa","NPP"
"671","Chi è la figlia di Giovanna d'Inghilterra?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_England,_Queen_of_Sicily> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Raymond_VII,_Count_of_Toulouse","Raimondo VII di Tolosa","NPP"
"672","Quale persona era la figlia di Giovanna d'Inghilterra?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_England,_Queen_of_Sicily> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Raymond_VII,_Count_of_Toulouse","Raimondo VII di Tolosa","NPP"
"673","Quale persona è la figlia di Giovanna d'Inghilterra?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_England,_Queen_of_Sicily> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Raymond_VII,_Count_of_Toulouse","Raimondo VII di Tolosa","NPP"
"674","la figlia di Giovanna d'Inghilterra","select  ?o    {    <http://dbpedia.org/resource/Joan_of_England,_Queen_of_Sicily> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Raymond_VII,_Count_of_Toulouse","Raimondo VII di Tolosa","NPP"
"675","Chi era la figlia di Giovanna di Navarra 1370-1437?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arthur_III,_Duke_of_Brittany","Arturo III di Bretagna","NPP"
"676","Chi è la figlia di Giovanna di Navarra 1370-1437?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arthur_III,_Duke_of_Brittany","Arturo III di Bretagna","NPP"
"677","Quale persona era la figlia di Giovanna di Navarra 1370-1437?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arthur_III,_Duke_of_Brittany","Arturo III di Bretagna","NPP"
"678","Quale persona è la figlia di Giovanna di Navarra 1370-1437?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arthur_III,_Duke_of_Brittany","Arturo III di Bretagna","NPP"
"679","la figlia di Giovanna di Navarra (1370-1437)","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arthur_III,_Duke_of_Brittany","Arturo III di Bretagna","NPP"
"680","Chi era la figlia di Giovanna d'Aviz 1439-1475?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joanna_la_Beltraneja","Giovanna la Beltraneja","NPP"
"681","Chi è la figlia di Giovanna d'Aviz 1439-1475?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joanna_la_Beltraneja","Giovanna la Beltraneja","NPP"
"682","Quale persona era la figlia di Giovanna d'Aviz 1439-1475?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joanna_la_Beltraneja","Giovanna la Beltraneja","NPP"
"683","Quale persona è la figlia di Giovanna d'Aviz 1439-1475?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joanna_la_Beltraneja","Giovanna la Beltraneja","NPP"
"684","la figlia di Giovanna d'Aviz (1439-1475)","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joanna_la_Beltraneja","Giovanna la Beltraneja","NPP"
"685","Chi era la figlia di Giovanna di Valois 1343-1373?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Valois,_Queen_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England","Giovanna di Navarra (1370-1437)","NPP"
"686","Chi è la figlia di Giovanna di Valois 1343-1373?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Valois,_Queen_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England","Giovanna di Navarra (1370-1437)","NPP"
"687","Quale persona era la figlia di Giovanna di Valois 1343-1373?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Valois,_Queen_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England","Giovanna di Navarra (1370-1437)","NPP"
"688","Quale persona è la figlia di Giovanna di Valois 1343-1373?","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Valois,_Queen_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England","Giovanna di Navarra (1370-1437)","NPP"
"689","la figlia di Giovanna di Valois (1343-1373)","select  ?o    {    <http://dbpedia.org/resource/Joan_of_Valois,_Queen_of_Navarre> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Joan_of_Navarre,_Queen_of_England","Giovanna di Navarra (1370-1437)","NPP"
"690","Chi era la figlia di Joanna Shimkus?","select  ?o    {    <http://dbpedia.org/resource/Joanna_Shimkus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sydney_Tamiia_Poitier","Sydney Tamiia Poitier","NPP"
"691","Chi è la figlia di Joanna Shimkus?","select  ?o    {    <http://dbpedia.org/resource/Joanna_Shimkus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sydney_Tamiia_Poitier","Sydney Tamiia Poitier","NPP"
"692","Quale persona era la figlia di Joanna Shimkus?","select  ?o    {    <http://dbpedia.org/resource/Joanna_Shimkus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sydney_Tamiia_Poitier","Sydney Tamiia Poitier","NPP"
"693","Quale persona è la figlia di Joanna Shimkus?","select  ?o    {    <http://dbpedia.org/resource/Joanna_Shimkus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sydney_Tamiia_Poitier","Sydney Tamiia Poitier","NPP"
"694","la figlia di Joanna Shimkus","select  ?o    {    <http://dbpedia.org/resource/Joanna_Shimkus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sydney_Tamiia_Poitier","Sydney Tamiia Poitier","NPP"
"695","Chi era la figlia di Giovanna d'Austria?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Grand_Duchess_of_Tuscany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_de'_Medici","Filippo de' Medici","NPP"
"696","Chi è la figlia di Giovanna d'Austria?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Grand_Duchess_of_Tuscany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_de'_Medici","Filippo de' Medici","NPP"
"697","Quale persona era la figlia di Giovanna d'Austria?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Grand_Duchess_of_Tuscany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_de'_Medici","Filippo de' Medici","NPP"
"698","Quale persona è la figlia di Giovanna d'Austria?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Grand_Duchess_of_Tuscany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_de'_Medici","Filippo de' Medici","NPP"
"699","la figlia di Giovanna d'Austria","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Grand_Duchess_of_Tuscany> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Philip_de'_Medici","Filippo de' Medici","NPP"
"700","Chi era la figlia di Giovanna d'Asburgo?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Princess_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sebastian_of_Portugal","Sebastiano I del Portogallo","NPP"
"701","Chi è la figlia di Giovanna d'Asburgo?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Princess_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sebastian_of_Portugal","Sebastiano I del Portogallo","NPP"
"702","Quale persona era la figlia di Giovanna d'Asburgo?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Princess_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sebastian_of_Portugal","Sebastiano I del Portogallo","NPP"
"703","Quale persona è la figlia di Giovanna d'Asburgo?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Princess_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sebastian_of_Portugal","Sebastiano I del Portogallo","NPP"
"704","la figlia di Giovanna d'Asburgo","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Austria,_Princess_of_Portugal> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Sebastian_of_Portugal","Sebastiano I del Portogallo","NPP"
"705","Chi era la figlia di Giovanna di Borbone 1338-1378?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Bourbon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_I,_Duke_of_Orléans","Luigi I di Valois-Orléans","NPP"
"706","Chi è la figlia di Giovanna di Borbone 1338-1378?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Bourbon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_I,_Duke_of_Orléans","Luigi I di Valois-Orléans","NPP"
"707","Quale persona era la figlia di Giovanna di Borbone 1338-1378?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Bourbon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_I,_Duke_of_Orléans","Luigi I di Valois-Orléans","NPP"
"708","Quale persona è la figlia di Giovanna di Borbone 1338-1378?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Bourbon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_I,_Duke_of_Orléans","Luigi I di Valois-Orléans","NPP"
"709","la figlia di Giovanna di Borbone (1338-1378)","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Bourbon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Louis_I,_Duke_of_Orléans","Luigi I di Valois-Orléans","NPP"
"710","Chi era la figlia di Giovanna di Castiglia?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Castile> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mary_of_Hungary_(governor_of_the_Netherlands)","Maria d'Asburgo (1505-1558)","NPP"
"711","Chi è la figlia di Giovanna di Castiglia?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Castile> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mary_of_Hungary_(governor_of_the_Netherlands)","Maria d'Asburgo (1505-1558)","NPP"
"712","Quale persona era la figlia di Giovanna di Castiglia?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Castile> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mary_of_Hungary_(governor_of_the_Netherlands)","Maria d'Asburgo (1505-1558)","NPP"
"713","Quale persona è la figlia di Giovanna di Castiglia?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Castile> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mary_of_Hungary_(governor_of_the_Netherlands)","Maria d'Asburgo (1505-1558)","NPP"
"714","la figlia di Giovanna di Castiglia","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Castile> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Mary_of_Hungary_(governor_of_the_Netherlands)","Maria d'Asburgo (1505-1558)","NPP"
"715","Chi era la figlia di Giovanna di Fiandra?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Flanders> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_IV,_Duke_of_Brittany","Giovanni IV di Bretagna","NPP"
"716","Chi è la figlia di Giovanna di Fiandra?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Flanders> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_IV,_Duke_of_Brittany","Giovanni IV di Bretagna","NPP"
"717","Quale persona era la figlia di Giovanna di Fiandra?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Flanders> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_IV,_Duke_of_Brittany","Giovanni IV di Bretagna","NPP"
"718","Quale persona è la figlia di Giovanna di Fiandra?","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Flanders> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_IV,_Duke_of_Brittany","Giovanni IV di Bretagna","NPP"
"719","la figlia di Giovanna di Fiandra","select  ?o    {    <http://dbpedia.org/resource/Joanna_of_Flanders> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_IV,_Duke_of_Brittany","Giovanni IV di Bretagna","NPP"
"720","Chi era la figlia di John Wilmot?","select  ?o    {    <http://dbpedia.org/resource/John_Wilmot,_2nd_Earl_of_Rochester> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Earl_of_Rochester","Conte di Rochester","NPP"
"721","Chi è la figlia di John Wilmot?","select  ?o    {    <http://dbpedia.org/resource/John_Wilmot,_2nd_Earl_of_Rochester> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Earl_of_Rochester","Conte di Rochester","NPP"
"722","Quale persona era la figlia di John Wilmot?","select  ?o    {    <http://dbpedia.org/resource/John_Wilmot,_2nd_Earl_of_Rochester> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Earl_of_Rochester","Conte di Rochester","NPP"
"723","Quale persona è la figlia di John Wilmot?","select  ?o    {    <http://dbpedia.org/resource/John_Wilmot,_2nd_Earl_of_Rochester> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Earl_of_Rochester","Conte di Rochester","NPP"
"724","la figlia di John Wilmot","select  ?o    {    <http://dbpedia.org/resource/John_Wilmot,_2nd_Earl_of_Rochester> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Earl_of_Rochester","Conte di Rochester","NPP"
"725","Chi era la figlia di Lago generale?","select  ?o    {    <http://dbpedia.org/resource/Lagus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ptolemy_I_Soter","Tolomeo I","NPP"
"726","Chi è la figlia di Lago generale?","select  ?o    {    <http://dbpedia.org/resource/Lagus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ptolemy_I_Soter","Tolomeo I","NPP"
"727","Quale persona era la figlia di Lago generale?","select  ?o    {    <http://dbpedia.org/resource/Lagus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ptolemy_I_Soter","Tolomeo I","NPP"
"728","Quale persona è la figlia di Lago generale?","select  ?o    {    <http://dbpedia.org/resource/Lagus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ptolemy_I_Soter","Tolomeo I","NPP"
"729","la figlia di Lago (generale)","select  ?o    {    <http://dbpedia.org/resource/Lagus> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ptolemy_I_Soter","Tolomeo I","NPP"
"730","Chi era la figlia di Lola Glaudini?","select  ?o    {    <http://dbpedia.org/resource/Lola_Glaudini> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Criminal_Minds_(season_2)","Episodi di Criminal Minds (seconda stagione)","NPP"
"731","Chi è la figlia di Lola Glaudini?","select  ?o    {    <http://dbpedia.org/resource/Lola_Glaudini> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Criminal_Minds_(season_2)","Episodi di Criminal Minds (seconda stagione)","NPP"
"732","Quale persona era la figlia di Lola Glaudini?","select  ?o    {    <http://dbpedia.org/resource/Lola_Glaudini> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Criminal_Minds_(season_2)","Episodi di Criminal Minds (seconda stagione)","NPP"
