id,question,sparql,answer,answer,frame
192809,il compositore di Chocolate (film 2008),select  ?o    {    <http://dbpedia.org/resource/Chocolate_(2008_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192810,il compositore di Sul lago dorato,select  ?o    {    <http://dbpedia.org/resource/On_Golden_Pond_(1981_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192811,il compositore di Bugie baci bambole & bastardi,select  ?o    {    <http://dbpedia.org/resource/Hurlyburly_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192812,il compositore di Delitto senza scampo,select  ?o    {    <http://dbpedia.org/resource/Crime_of_Passion_(1957_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192813,il compositore di The Wrestler (film 2008),select  ?o    {    <http://dbpedia.org/resource/The_Wrestler_(2008_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192814,il compositore di The Statue of Liberty,select  ?o    {    <http://dbpedia.org/resource/The_Statue_of_Liberty_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192815,il compositore di La vedova americana,select  ?o    {    <http://dbpedia.org/resource/Used_People> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192816,il compositore di Cin Cin (film 1936),select  ?o    {    <http://dbpedia.org/resource/Stowaway_(1936_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192817,il compositore di The Man Without a Country (film 1917),select  ?o    {    <http://dbpedia.org/resource/The_Man_Without_a_Country_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192818,il compositore di The Million Dollar Mystery,select  ?o    {    <http://dbpedia.org/resource/The_Million_Dollar_Mystery> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192819,il compositore di In amore si cambia,select  ?o    {    <http://dbpedia.org/resource/A_Change_of_Seasons_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192820,il compositore di The Nest (film 1988),select  ?o    {    <http://dbpedia.org/resource/The_Nest_(1988_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192821,il compositore di Quattro passi sul lenzuolo,select  ?o    {    <http://dbpedia.org/resource/Loving_Couples_(1980_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192822,il compositore di I corpi presentano tracce di violenza carnale,select  ?o    {    <http://dbpedia.org/resource/Torso_(1973_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192823,il compositore di Dolce vendetta (film 1921),select  ?o    {    <http://dbpedia.org/resource/Sweet_Revenge_(1921_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192824,il compositore di Kickaroo,select  ?o    {    <http://dbpedia.org/resource/Kickaroo> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192825,il compositore di The Fightin' Fury,select  ?o    {    <http://dbpedia.org/resource/The_Fightin'_Fury> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192826,il compositore di Out o' Luck,select  ?o    {    <http://dbpedia.org/resource/Out_o'_Luck> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192827,il compositore di La vedova allegra (film 1934),select  ?o    {    <http://dbpedia.org/resource/The_Merry_Widow_(1934_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192828,il compositore di La vedova allegra (film 1952),select  ?o    {    <http://dbpedia.org/resource/The_Merry_Widow_(1952_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192829,il compositore di King of the Cowboys,select  ?o    {    <http://dbpedia.org/resource/King_of_the_Cowboys> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192830,il compositore di Reprise (film),select  ?o    {    <http://dbpedia.org/resource/Reprise_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192831,il compositore di L'occhio del ciclone - In the Electric Mist,select  ?o    {    <http://dbpedia.org/resource/In_the_Electric_Mist> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192832,il compositore di Lazarus Project - Un piano misterioso,select  ?o    {    <http://dbpedia.org/resource/The_Lazarus_Project> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192833,il compositore di Killjoy - Il clown,select  ?o    {    <http://dbpedia.org/resource/Killjoy_(2000_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192834,il compositore di La ruota di scorta della signora Blossom,select  ?o    {    <http://dbpedia.org/resource/The_Bliss_of_Mrs._Blossom> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192835,il compositore di 12 Round,select  ?o    {    <http://dbpedia.org/resource/12_Rounds_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192836,il compositore di Alla ricerca dello stregone,select  ?o    {    <http://dbpedia.org/resource/A_Good_Man_in_Africa> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192837,il compositore di Beating the Game (film 1921 Kohlmar),select  ?o    {    <http://dbpedia.org/resource/Beating_the_Game> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192838,il compositore di Alieni in soffitta,select  ?o    {    <http://dbpedia.org/resource/Aliens_in_the_Attic> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192839,il compositore di Il club degli intrighi,select  ?o    {    <http://dbpedia.org/resource/Banning_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192840,il compositore di Cronaca di una morte annunciata (film),select  ?o    {    <http://dbpedia.org/resource/Chronicle_of_a_Death_Foretold_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192841,il compositore di La donna del porto,select  ?o    {    <http://dbpedia.org/resource/The_Raging_Tide> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192842,il compositore di Step on It!,select  ?o    {    <http://dbpedia.org/resource/Step_on_It!_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192843,il compositore di L'amante (film 1970),select  ?o    {    <http://dbpedia.org/resource/The_Things_of_Life> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192844,il compositore di Il cavalier Uragano,select  ?o    {    <http://dbpedia.org/resource/The_Galloping_Kid> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192845,il compositore di Taras Bulba (film),select  ?o    {    <http://dbpedia.org/resource/Taras_Bulba_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192846,il compositore di La morte avrà i suoi occhi,select  ?o    {    <http://dbpedia.org/resource/The_Caller_(1987_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192847,il compositore di La bella imprudente,select  ?o    {    <http://dbpedia.org/resource/Julia_Misbehaves> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192848,il compositore di Per 100 chili di droga,select  ?o    {    <http://dbpedia.org/resource/Cisco_Pike> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192849,il compositore di Journey for Margaret,select  ?o    {    <http://dbpedia.org/resource/Journey_for_Margaret> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192850,il compositore di Il gioco dei rubini,select  ?o    {    <http://dbpedia.org/resource/A_Price_Above_Rubies> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Lesley_Barber,,NPP
192851,il compositore di Sono un disertore,select  ?o    {    <http://dbpedia.org/resource/This_Above_All_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Alfred_Newman_(composer),Alfred Newman,NPP
192852,il compositore di Nappeun yeonghwa,select  ?o    {    <http://dbpedia.org/resource/Bad_Movie> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Dalpalan,,NPP
192853,il compositore di Ondata d'amore,select  ?o    {    <http://dbpedia.org/resource/Moontide> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192854,il compositore di Hwa-eomgyeong,select  ?o    {    <http://dbpedia.org/resource/Hwa-Om-Kyung> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192855,il compositore di All'improvviso,select  ?o    {    <http://dbpedia.org/resource/Tan_de_repente> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192856,il compositore di X Y e Zi,select  ?o    {    <http://dbpedia.org/resource/Zee_and_Co.> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192857,il compositore di Spionaggio internazionale,select  ?o    {    <http://dbpedia.org/resource/Foreign_Intrigue_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192858,il compositore di Who Shot Patakango?,select  ?o    {    <http://dbpedia.org/resource/Who_Shot_Patakango%3F> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192859,il compositore di Bartleby,select  ?o    {    <http://dbpedia.org/resource/Bartleby_(2001_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192860,il compositore di The Millionaire (film 2008),select  ?o    {    <http://dbpedia.org/resource/Slumdog_Millionaire> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192861,il compositore di The Thrill Chaser (film 1923),select  ?o    {    <http://dbpedia.org/resource/The_Thrill_Chaser> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192862,il compositore di La recita,select  ?o    {    <http://dbpedia.org/resource/The_Travelling_Players> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192863,il compositore di Floating Clouds,select  ?o    {    <http://dbpedia.org/resource/Floating_Clouds> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192864,il compositore di L'ora dei forni,select  ?o    {    <http://dbpedia.org/resource/The_Hour_of_the_Furnaces> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192865,il compositore di A Time to Live a Time to Die,select  ?o    {    <http://dbpedia.org/resource/The_Time_to_Live_and_the_Time_to_Die> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192866,il compositore di Pane e fiore,select  ?o    {    <http://dbpedia.org/resource/A_Moment_of_Innocence> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192867,il compositore di La casa nel tempo,select  ?o    {    <http://dbpedia.org/resource/The_House_of_Clocks> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192868,il compositore di Manhattan Baby,select  ?o    {    <http://dbpedia.org/resource/Manhattan_Baby> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192869,il compositore di La mia brillante carriera,select  ?o    {    <http://dbpedia.org/resource/My_Brilliant_Career_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192870,il compositore di Killshot,select  ?o    {    <http://dbpedia.org/resource/Killshot_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192871,il compositore di Acque scure,select  ?o    {    <http://dbpedia.org/resource/Dark_Waters_(1944_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192872,il compositore di La maschera di fango,select  ?o    {    <http://dbpedia.org/resource/Springfield_Rifle_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192873,il compositore di Un poliziotto a 4 zampe 3,select  ?o    {    <http://dbpedia.org/resource/K-9:_P.I.> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192874,il compositore di Audace avventura,select  ?o    {    <http://dbpedia.org/resource/The_Foreman_Went_to_France> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192875,il compositore di Piccolo Cesare,select  ?o    {    <http://dbpedia.org/resource/Little_Caesar_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192876,il compositore di Wiedźmin (film),select  ?o    {    <http://dbpedia.org/resource/The_Hexer_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192877,il compositore di Slumber Party Massacre III,select  ?o    {    <http://dbpedia.org/resource/Slumber_Party_Massacre_III> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192878,il compositore di Corruzione (film),select  ?o    {    <http://dbpedia.org/resource/The_Bribe> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192879,il compositore di Angeli o quasi,select  ?o    {    <http://dbpedia.org/resource/Almost_Angels> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192880,il compositore di Wend Kuuni - Il dono di Dio,select  ?o    {    <http://dbpedia.org/resource/Wend_Kuuni> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192881,il compositore di Good - L'indifferenza del bene,select  ?o    {    <http://dbpedia.org/resource/Good_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192882,il compositore di Great Expectations (film 1917),select  ?o    {    <http://dbpedia.org/resource/Great_Expectations_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192883,il compositore di Hold You Tight,select  ?o    {    <http://dbpedia.org/resource/Hold_You_Tight_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192884,il compositore di Hawaii Oslo,"select  ?o    {    <http://dbpedia.org/resource/Hawaii,_Oslo> <http://dbpedia.org/ontology/musicComposer>  ?o    }",,no answer found,NPP
192885,il compositore di Perri (film),select  ?o    {    <http://dbpedia.org/resource/Perri_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192886,il compositore di Sandwich (film 2006),select  ?o    {    <http://dbpedia.org/resource/Sandwich_(2006_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192887,il compositore di Az utolsó bohém,select  ?o    {    <http://dbpedia.org/resource/The_Last_Bohemian_(1912_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192888,il compositore di Rablélek,select  ?o    {    <http://dbpedia.org/resource/Captive_Souls> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192889,il compositore di Leather Jacket Love Story,select  ?o    {    <http://dbpedia.org/resource/Leather_Jacket_Love_Story> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
192890,il compositore di Az ezredes,select  ?o    {    <http://dbpedia.org/resource/The_Colonel_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
